Age,Occupation,Residence_Area,Movement_Frequency,Active_Times,Primary_Transport_Mode,Vehicle_Type,Delay_Causes,Accident_Frequency,Accident_Causes,Safety_Rating,Traffic_Regulations_Enforcement,Traffic_Changes,Traffic_Volume(target)
46 - 55,Student,South,Occasionally,Early morning;Mid day;Evening rush hour;Late at  night,Car,Car,Accidents;Heavy traffic due to peak hours,Sometimes,Speeding,Very safe,Yes,No change,1
36 - 45,Employed (full-time),East,Several times a week,Early morning;Morning rush hour;Mid day,Car,Car,Accidents,Sometimes,Speeding,Very safe,Yes,Improvement,1
18 - 25,Employed (part-time),West,Several times a week,Evening rush hour,Car,Car,Heavy traffic due to peak hours,Often,Speeding,Neutral,No,Improvement,1
18 - 25,Student,East,Daily,Early morning;Morning rush hour;Evening rush hour,Car,Car,Accidents;Road construction;Heavy traffic due to peak hours,Sometimes,"Speeding;Distracted driving (e.g., phone use);Poor road conditions",Somewhat safe,Maybe,No change,1
46 - 55,Student,East,Daily,Morning rush hour;Mid day;Evening rush hour,Car,Car,Accidents;Road construction;Heavy traffic due to peak hours,Rarely,"Distracted driving (e.g., phone use);Poor road conditions",Somewhat unsafe,Yes,No change,1
36 - 45,Student,South,Daily,Morning rush hour;Evening rush hour,Car,Car;SUV,Heavy traffic due to peak hours,Sometimes,"Speeding;Distracted driving (e.g., phone use)",Somewhat safe,Maybe,Improvement,1
18 - 25,Employed (full-time),East,Daily,Morning rush hour;Evening rush hour,Car,Car,Heavy traffic due to peak hours,Sometimes,"Distracted driving (e.g., phone use)",Very safe,Yes,No change,1
18 - 25,Employed (full-time),East,Several times a week,Early morning;Mid day;Evening rush hour,Car,Car,Heavy traffic due to peak hours,Rarely,"Speeding;Distracted driving (e.g., phone use)",Somewhat unsafe,Maybe,No change,1
18 - 25,Employed (full-time),West,Daily,Early morning;Morning rush hour;Mid day;Evening rush hour;Late at  night,Car,Car,Accidents;Road construction;Heavy traffic due to peak hours,Sometimes,"Speeding;Distracted driving (e.g., phone use);Poor road conditions",Somewhat safe,No,Improvement,1
46 - 55,Employed (full-time),South,Daily,Early morning;Morning rush hour;Mid day;Evening rush hour,Car,Car,Accidents;Heavy traffic due to peak hours,Sometimes,"Speeding;Distracted driving (e.g., phone use);Poor road conditions;Weather conditions",Somewhat unsafe,Yes,No change,1
18 - 25,Student,West,Daily,Morning rush hour;Evening rush hour,Car,Car,Road construction;Heavy traffic due to peak hours,Sometimes,"Distracted driving (e.g., phone use)",Very safe,No,Improvement,1
18 - 25,Student,East,Several times a week,Late at  night,Car,Motorcycle,Heavy traffic due to peak hours,Rarely,"Speeding;Distracted driving (e.g., phone use)",Somewhat safe,Yes,Improvement,1
26 - 35,Student,North,Daily,Early morning;Morning rush hour;Evening rush hour,Car,Car,Heavy traffic due to peak hours,Often,"Speeding;Distracted driving (e.g., phone use)",Very safe,No,No change,1
18 - 25,Student,North,Daily,Early morning;Evening rush hour,Car,Car;SUV,Heavy traffic due to peak hours,Never,Speeding,Neutral,Yes,No change,1
18 - 25,Student,East,Several times a week,Morning rush hour;Mid day;Evening rush hour,Car,Car,Accidents;Road construction;Heavy traffic due to peak hours,Sometimes,"Speeding;Distracted driving (e.g., phone use)",Neutral,Yes,No change,1
36 - 45,Employed (full-time),North,Several times a week,Evening rush hour,Car,Car,Heavy traffic due to peak hours,Often,"Distracted driving (e.g., phone use);Poor road conditions",Somewhat safe,Yes,Improvement,1
18 - 25,Student,North,Daily,Evening rush hour,Car,Car,Accidents;Road construction;Heavy traffic due to peak hours;poor driving skills ,Sometimes,"Distracted driving (e.g., phone use)",Very unsafe,Maybe,Improvement,1
18 - 25,Student,North,Daily,Morning rush hour;Evening rush hour,Car,Car,Accidents;Road construction;Heavy traffic due to peak hours,Rarely,"Speeding;Distracted driving (e.g., phone use);Poor road conditions;Weather conditions",Somewhat unsafe,Maybe,Improvement,1
18 - 25,Student,West,Occasionally,Morning rush hour;Mid day,Car,Car,Accidents;Heavy traffic due to peak hours,Sometimes,"Distracted driving (e.g., phone use)",Very safe,No,No change,1
18 - 25,Employed (full-time),West,Several times a week,Early morning;Mid day;Evening rush hour;Late at  night,Car,Car,Road construction;Heavy traffic due to peak hours,Rarely,"Speeding;Distracted driving (e.g., phone use)",Somewhat safe,Yes,No change,1
18 - 25,Student,North,Daily,Early morning;Morning rush hour;Mid day;Evening rush hour;Late at  night,Car,Car;SUV,Road construction,Sometimes,Speeding,Very safe,No,No change,1
36 - 45,Student,East,Several times a week,Early morning,Walking,Car;SUV,Road construction,Sometimes,"Speeding;Distracted driving (e.g., phone use)",Somewhat unsafe,Maybe,No change,1
46 - 55,Student,East,Occasionally,Early morning,Car,Car,Accidents,Rarely,"Speeding;Distracted driving (e.g., phone use)",Very safe,Yes,Improvement,1
18 - 25,Student,East,Occasionally,Evening rush hour,Walking,Car;SUV,Accidents;Heavy traffic due to peak hours,Sometimes,"Speeding;Distracted driving (e.g., phone use)",Neutral,Yes,No change,1
18 - 25,Student,North,Daily,Evening rush hour,Car,Car,Accidents;Road construction;Heavy traffic due to peak hours,Often,"Speeding;Distracted driving (e.g., phone use)",Somewhat unsafe,No,No change,1
46 - 55,Retired,West,Occasionally,Early morning;Mid day,Car,SUV,Road construction,Sometimes,Speeding,Very unsafe,No,No change,1
18 - 25,Employed (full-time),North,Daily,Morning rush hour,Car,Car,Heavy traffic due to peak hours,Sometimes,"Distracted driving (e.g., phone use)",Somewhat safe,No,Improvement,1
18 - 25,Student,North,Occasionally,Mid day,Car,Car,Road construction;Heavy traffic due to peak hours,Rarely,"Speeding;Distracted driving (e.g., phone use)",Neutral,Maybe,No change,1
18 - 25,Employed (full-time),South,Daily,Mid day;Evening rush hour;Late at  night,Car,Car,Heavy traffic due to peak hours,Often,"Speeding;Distracted driving (e.g., phone use)",Neutral,Yes,Improvement,1
18 - 25,Student,South,Daily,Mid day;Evening rush hour;Late at  night,Car,Car,Accidents;Heavy traffic due to peak hours,Often,Speeding,Neutral,No,Improvement,1
18 - 25,Student,West,Daily,Early morning;Mid day,Car,Car,Heavy traffic due to peak hours,Sometimes,"Speeding;Distracted driving (e.g., phone use)",Neutral,Maybe,Improvement,1
26 - 35,Employed (full-time),East,Occasionally,Morning rush hour;Evening rush hour,Car,Car,Road construction,Sometimes,"Speeding;Distracted driving (e.g., phone use)",Somewhat safe,Yes,No change,1
18 - 25,Student,West,Daily,Mid day,Car,Car,Accidents;Heavy traffic due to peak hours,Never,"Distracted driving (e.g., phone use)",Neutral,No,Improvement,1
46 - 55,Employed (full-time),North,Daily,Early morning;Morning rush hour,Car,Car,Accidents;Road construction,Never,Traffic ,Somewhat safe,Maybe,No change,1
26 - 35,Employed (full-time),West,Daily,Mid day,Car,Motorcycle,Accidents;Road construction;Heavy traffic due to peak hours;The city is not designed for this number of cars,Sometimes,Speeding;Poor road conditions,Very safe,Maybe,No change,1
18 - 25,Employed (full-time),North,Occasionally,Early morning;Evening rush hour,Car,Car,Accidents;Road construction,Never,"Distracted driving (e.g., phone use)",Neutral,Yes,No change,1
18 - 25,Employed (part-time),West,Several times a week,Mid day;Late at  night,Car,Car,Accidents;Road construction,Never,"Distracted driving (e.g., phone use);Poor road conditions",Neutral,Maybe,No change,1
18 - 25,Student,East,Daily,Early morning;Evening rush hour,Car,Truck,Heavy traffic due to peak hours,Sometimes,Speeding,Very safe,No,Improvement,1
46 - 55,Student,West,Daily,Early morning;Mid day,Car,Car,Heavy traffic due to peak hours,Sometimes,"Speeding;Distracted driving (e.g., phone use)",Very safe,No,Improvement,1
18 - 25,Employed (full-time),East,Daily,Early morning;Mid day,Car,No car ,Heavy traffic due to peak hours,Rarely,"Speeding;Distracted driving (e.g., phone use)",Very safe,Yes,Improvement,1
18 - 25,Student,East,Occasionally,Early morning,Motorcycle,Car;SUV;Truck,Accidents;Heavy traffic due to peak hours,Sometimes,"Speeding;Distracted driving (e.g., phone use)",Somewhat safe,No,Improvement,1
36 - 45,Employed (full-time),North,Several times a week,Early morning;Morning rush hour;Mid day;Evening rush hour,Car,SUV,Heavy traffic due to peak hours,Rarely,"Speeding;Distracted driving (e.g., phone use);Poor road conditions",Neutral,Yes,Improvement,1
18 - 25,Student,East,Daily,Morning rush hour;Evening rush hour,Car,Car;Truck;Motorcycle,Heavy traffic due to peak hours,Sometimes,Speeding,Very unsafe,Yes,No change,1
18 - 25,Employed (full-time),East,Daily,Mid day;Evening rush hour,Car,Car;SUV,Accidents;Road construction;Heavy traffic due to peak hours,Sometimes,Speeding,Very unsafe,Maybe,No change,1
26 - 35,Employed (full-time),West,Several times a week,Morning rush hour;Mid day;Evening rush hour,Car,Car,Accidents,Sometimes,"Distracted driving (e.g., phone use)",Somewhat safe,Maybe,Improvement,1
18 - 25,Employed (part-time),East,Occasionally,Evening rush hour,Car,Car,Accidents;Road construction;Heavy traffic due to peak hours,Often,Speeding,Neutral,Yes,No change,1
46 - 55,Self-employed,North,Several times a week,Mid day,Motorcycle,Motorcycle,Accidents,Rarely,Speeding,Very unsafe,Maybe,No change,1
36 - 45,Student,North,Daily,Evening rush hour,Car,Car;SUV,Heavy traffic due to peak hours,Often,"Speeding;Distracted driving (e.g., phone use);Poor road conditions",Very safe,Maybe,Improvement,1
18 - 25,Student,North,Daily,Evening rush hour;Late at  night,Car,Car;SUV,Accidents;Road construction;Heavy traffic due to peak hours,Often,"Distracted driving (e.g., phone use);Poor road conditions",Neutral,Yes,No change,1
18 - 25,Student,East,Daily,Early morning;Mid day;Evening rush hour,Car,Car,Heavy traffic due to peak hours,Sometimes,"Distracted driving (e.g., phone use);Poor road conditions;Weather conditions",Neutral,No,No change,1
36 - 45,Employed (full-time),West,Several times a week,Morning rush hour,Car,SUV,Accidents;Heavy traffic due to peak hours,Rarely,"Speeding;Distracted driving (e.g., phone use)",Somewhat safe,Maybe,Improvement,1
18 - 25,Employed (full-time),East,Several times a week,Early morning;Mid day,Car,Car,Road construction;Heavy traffic due to peak hours,Often,"Distracted driving (e.g., phone use);Poor road conditions",Neutral,No,No change,1
26 - 35,Student,South,Daily,Morning rush hour;Mid day;Evening rush hour,Car,Car,Accidents;Road construction;Heavy traffic due to peak hours,Often,Poor road conditions;Weather conditions,Very unsafe,No,Improvement,1
18 - 25,Student,West,Daily,Evening rush hour;Late at  night,Car,SUV,Accidents;Heavy traffic due to peak hours,Sometimes,"Distracted driving (e.g., phone use)",Somewhat unsafe,Yes,No change,1
18 - 25,Student,North,Daily,Early morning;Evening rush hour;Late at  night,Car,Car,Accidents;Road construction;Heavy traffic due to peak hours,Sometimes,"Speeding;Distracted driving (e.g., phone use)",Very safe,No,No change,1
18 - 25,Employed (full-time),South,Daily,Morning rush hour;Evening rush hour;Late at  night,Car,Car,Accidents;Road construction,Often,"Speeding;Distracted driving (e.g., phone use)",Neutral,Yes,No change,1
18 - 25,Employed (full-time),East,Daily,Early morning;Morning rush hour;Mid day;Evening rush hour,Car,Car,Accidents;Road construction;Heavy traffic due to peak hours,Sometimes,"Speeding;Distracted driving (e.g., phone use);Weather conditions",Very safe,Yes,Improvement,1
18 - 25,Student,West,Daily,Evening rush hour,Car,Car,Road construction,Sometimes,"Speeding;Distracted driving (e.g., phone use);Poor road conditions",Very safe,No,No change,1
18 - 25,Student,North,Occasionally,Early morning;Evening rush hour,Car,Car,Road construction;Heavy traffic due to peak hours,Rarely,"Speeding;Distracted driving (e.g., phone use)",Very safe,Maybe,No change,1
36 - 45,Employed (full-time),East,Daily,Evening rush hour,Car,Car,Accidents;Road construction;Heavy traffic due to peak hours,Never,"Distracted driving (e.g., phone use);Poor road conditions",Neutral,Yes,No change,1
46 - 55,Student,East,Occasionally,Early morning,Car,Car,Heavy traffic due to peak hours,Often,Poor road conditions,Very safe,Yes,Improvement,1
18 - 25,Student,East,Daily,Early morning,Car,Car,Accidents;Road construction;Heavy traffic due to peak hours,Sometimes,"Speeding;Distracted driving (e.g., phone use);Poor road conditions",Somewhat unsafe,No,Improvement,1
26 - 35,Self-employed,East,Several times a week,Morning rush hour;Mid day;Evening rush hour,Car,Car,Accidents;Heavy traffic due to peak hours,Sometimes,"Distracted driving (e.g., phone use);Poor road conditions",Somewhat safe,Yes,No change,1
18 - 25,Employed (full-time),North,Daily,Morning rush hour;Mid day,Car,Car;SUV,Accidents;Road construction;Heavy traffic due to peak hours;poor driving skills ,Sometimes,"Distracted driving (e.g., phone use)",Neutral,No,No change,1
18 - 25,Employed (full-time),West,Occasionally,Morning rush hour;Evening rush hour,Car,SUV,Accidents;Heavy traffic due to peak hours,Rarely,"Distracted driving (e.g., phone use)",Somewhat safe,Yes,Improvement,1
26 - 35,Employed (part-time),North,Occasionally,Morning rush hour;Evening rush hour,Taxi / Uber,SUV,Heavy traffic due to peak hours,Never,Speeding,Very safe,Yes,Improvement,1
26 - 35,Employed (full-time),East,Daily,Morning rush hour;Evening rush hour;Late at  night,Car,SUV,Heavy traffic due to peak hours,Sometimes,Poor road conditions;Weather conditions,Very safe,No,No change,1
18 - 25,Employed (full-time),West,Daily,Early morning;Morning rush hour;Mid day;Evening rush hour;Late at  night,Car,Car,Accidents;Road construction;Heavy traffic due to peak hours,Sometimes,"Speeding;Distracted driving (e.g., phone use);Poor road conditions",Somewhat safe,No,Improvement,1
26 - 35,Student,West,Daily,Early morning,Car,Car,Accidents;Road construction,Sometimes,"Speeding;Distracted driving (e.g., phone use)",Very unsafe,No,Improvement,1
26 - 35,Employed (full-time),North,Daily,Early morning,Car,SUV,Road construction,Never,"Distracted driving (e.g., phone use)",Neutral,No,No change,1
18 - 25,Student,South,Occasionally,Early morning;Morning rush hour;Mid day;Evening rush hour;Late at  night,Car,Car,Road construction;Heavy traffic due to peak hours,Sometimes,"Speeding;Distracted driving (e.g., phone use)",Very safe,Yes,No change,1
18 - 25,Employed (full-time),North,Several times a week,Morning rush hour;Mid day;Evening rush hour;Late at  night,Car,Car,Heavy traffic due to peak hours,Rarely,"Distracted driving (e.g., phone use)",Somewhat unsafe,No,No change,1
56 and above,Retired,East,Occasionally,Early morning;Morning rush hour;Evening rush hour,Motorcycle,Car,Accidents;Heavy traffic due to peak hours,Sometimes,Speeding,Neutral,Yes,No change,1
46 - 55,Student,North,Several times a week,Morning rush hour;Mid day;Evening rush hour;Late at  night,Car,SUV,Heavy traffic due to peak hours,Rarely,Poor road conditions,Neutral,No,No change,1
18 - 25,Student,North,Several times a week,Early morning,Car,Car;SUV,Accidents;Road construction,Never,"Speeding;Distracted driving (e.g., phone use)",Very safe,Yes,No change,1
18 - 25,Student,East,Several times a week,Mid day,Car,Car,Heavy traffic due to peak hours,Rarely,"Speeding;Distracted driving (e.g., phone use)",Somewhat unsafe,Maybe,No change,1
18 - 25,Student,West,Several times a week,Early morning;Evening rush hour,Walking,Car,Heavy traffic due to peak hours,Often,"Distracted driving (e.g., phone use)",Neutral,Yes,Improvement,1
46 - 55,Employed (full-time),North,Occasionally,Morning rush hour;Evening rush hour,Car,Car,Accidents;Heavy traffic due to peak hours,Rarely,"Speeding;Distracted driving (e.g., phone use);Poor road conditions",Very unsafe,No,No change,1
46 - 55,Student,East,Several times a week,Early morning;Evening rush hour,Motorcycle,Car,Accidents;Heavy traffic due to peak hours,Sometimes,"Speeding;Distracted driving (e.g., phone use);Poor road conditions",Somewhat safe,Yes,No change,1
18 - 25,Employed (full-time),North,Daily,Morning rush hour;Evening rush hour,Car,Car;Truck;Motorcycle,Accidents;Heavy traffic due to peak hours,Often,"Distracted driving (e.g., phone use)",Somewhat safe,Yes,Improvement,1
18 - 25,Student,East,Several times a week,Early morning;Evening rush hour,Public transit (bus),Car,Heavy traffic due to peak hours,Rarely,"Distracted driving (e.g., phone use);Poor road conditions",Very safe,Yes,Improvement,1
